county_fips,dcname,operator,announce_year,confidence,own_or_campus,source_url,evidence,wave
37039,"Marble 2, NC","Core Scientific, Inc.",2017.0,M,campus,https://baxtel.com/data-center/core-scientific-marble,Baxtel year_built 2018 for Marble campus; GEM wiki confirms facility established 2018 at 155 Palmer Ln repurposing 1999-closed denim mill; Marble 2 is second phase at same campus announced/started 2017; Cherokee Scout confirms plant operational since 2018,confirm
51107,Digital Dulles 4,"Digital Realty Trust, Inc.",2020.0,M,campus,https://www.datacenterdynamics.com/en/news/digital-realty-submits-plans-large-dulles-data-center-campus/,Digital Realty filed plans for Digital Dulles campus August 2020 (424 acres acquired 2018); IAD44=first building delivered 2023; Digital Dulles 4 (4th building op 2025) shares 2020 campus announcement; Blackstone JV Dec 2023 may be specific enabling event for buildings 2-4,confirm
48221,Texas 3,"MARA Holdings, Inc.",2022.0,H,campus,https://www.datacenterdynamics.com/en/news/compute-north-breaks-ground-on-300mw-data-center-in-granbury-texas/,Compute North groundbreaking announced April 12 2022 for 300MW facility at Wolf Hollow Generating Station Granbury TX; Texas 3 (65MW op 2023) is one building/phase of this campus; Marathon Digital acquired from Generate Capital (after Compute North bankruptcy) in 2023,confirm
51107,IAD-01,"Aligned Data Centers (Phoenix), LLC",2018.0,H,campus,https://www.datacenterdynamics.com/news/aligned-energy-coming-virginia-180mw-data-center-campus/,DCD Sep 10 2018 reported Aligned Energy entering Northern Virginia with 26-acre 180MW campus in Ashburn; IAD-01 is building 1 on that campus; completed Sep 2019.,r3b1
51107,NVAL2,"STACK Infrastructure, Inc.",2022.0,H,campus,https://www.stackinfra.com/about/news-press/press-releases/stack-infrastructure-accelerates-northern-virginia-growth-with-216mw-flagship-ashburn-campus/,STACK press release Jan 5 2022 announced 216MW NVAL2 campus at 22285 Lockridge Road Sterling (Loudoun); land acquired Dec 15 2021; first phase targeted Q3 2023.,r3b1
51107,IAD-02,"Aligned Data Centers (Phoenix), LLC",2020.0,H,own,https://aligneddc.com/press-release/aligned-begins-construction-on-second-hyperscale-data-center-in-ashburn-va/,Aligned press release Jun 2 2020 announced construction start on second 120MW building (IAD-02) adjacent to IAD-01; campus originally announced Sep 2018.,r3b1
51107,IAD-03,"Aligned Data Centers (Phoenix), LLC",2022.0,H,own,https://aligneddc.com/press-release/aligned-data-centers-expands-presence-in-northern-virginia-with-new-sterling-hyperscale-campus/,Aligned press release Jul 26 2022 announced new Sterling hyperscale campus; IAD-03 (72MW/430k sqft at 22715 Relocation Dr) named as phase-1 facility; delivery targeted fall 2023.,r3b1
51107,Ashburn,"Cologix, Inc.",2018.0,H,campus,https://www.datacenterdynamics.com/en/news/cologix-acquires-land-in-ashburn-virginia-for-data-center/,DCD confirms Cologix bought former church site at Beaumeade Corporate Park Ashburn for $38M in July 2018; construction started 2020; 120MW ASH1 completed 2023.,r3b1
51107,Sterling V Data Center,CyrusOne Inc.,2016.0,H,own,https://newswire.telecomramblings.com/2016/12/cyrusone-expands-starts-fifth-data-center-northern-virginia-driven-customer-demand/,CyrusOne press release Dec 9 2016 announced groundbreaking at 40-acre Kincora property in Sterling for NVA5 (Sterling V); 654k sqft 105MW campus; opened 2017.,r3b1
51107,VA1,"EdgeCore Internet Real Estate, LLC",2018.0,H,campus,https://virginiabusiness.com/edgecore-acquires-land-in-sterling-for-data-center-campus/,"Virginia Business Sep 13 2018 reported EdgeCore acquired 36.8 acres in Sterling for data-center campus; DCD/DgtlInfra confirm company ""first announced plans in 2018""; VA1 (54MW Maries Road) is the first operational building from that campus.",r3b1
51107,Leesburg 1,TA Realty LLC,2021.0,H,campus,https://www.tarealty.com/news/ta-realty-launches-development-of-data-center-campus-in-loudoun-county-va,TA Realty press release May 4 2021 announced $1.8B campus on east side of Sycolin Road in Leesburg; AWS later leased all 5 buildings; Leesburg 1 (66MW) is first building delivered.,r3b1
51107,NVAL2b,"STACK Infrastructure, Inc.",2022.0,H,campus,https://www.stackinfra.com/about/news-press/press-releases/stack-infrastructure-accelerates-northern-virginia-growth-with-216mw-flagship-ashburn-campus/,Same NVAL2 campus as NVAL2 (Lockridge Road Sterling); STACK Jan 5 2022 announcement covers three buildings totaling 216MW; NVAL2b is the second or third building on that campus.,r3b1
51107,Digital Dulles 3,"Digital Realty Trust, Inc.",2018.0,M,campus,https://www.digitalrealty.com/about/newsroom/press-releases/122524/digital-realty-to-acquire-424-acres-in-loudoun-county-virginia,Digital Realty press release Sep 24 2018 announced acquisition of 424 acres adjacent to Dulles airport for $236.5M; DCD confirms first building (IAD44) delivered 2023; Digital Dulles 3 (op 2024) is 3rd building on campus; building-level groundbreaking not separately announced.,r3b1
51107,SBP2,Alphabet Inc.,2021.0,M,campus,https://blog.google/innovation-and-ai/infrastructure-and-cloud/global-network/5-ways-googles-data-centers-support-loudoun-county/,"Google timeline: announced Leesburg campus in 2018 and opened first DC in 2019; Google's own page states ""2021: announces expansion of second data center in Loudoun County""; SBP2 (op 2021) is that second-campus expansion; campus-level announcement was 2018.",r3b1
41049,PDX93,"Amazon.com, Inc.",2022.0,M,campus,https://www.oregonlive.com/silicon-forest/2022/05/amazon-seeks-tax-breaks-for-5-new-data-centers-worth-12-billion-in-remote-oregon-county.html,OregonLive May 5 2022 reported Amazon seeking CREZ enterprise-zone tax breaks for 5 new DCs; Baxtel places PDX93 on Olson Rd Campus (year built 2023/sp_op 2022); no building-specific prior announcement found — dated to wave 3 public filing.,r3b2
41049,PDX109,"Amazon.com, Inc.",2022.0,M,campus,https://www.datacenterdynamics.com/en/news/aws-planning-at-least-four-more-data-centers-in-morrow-county-oregon/,DCD May 5 2022 first reported Bombing-Range-area campus plans; Baxtel places PDX109 on Tower Road East Campus (year built 2023/sp_op 2022); CREZ public hearing May 5 2022 covered five sites including two within Boardman area of influence.,r3b2
41049,PDX110,"Amazon.com, Inc.",2022.0,M,campus,https://www.datacenterdynamics.com/en/news/aws-planning-at-least-four-more-data-centers-in-morrow-county-oregon/,Same Tower Road East Campus as PDX109; DCD/OregonLive May 2022 CREZ filing covers this campus; sp_op 2022 consistent with wave 3 construction starting 2021-2022.,r3b2
41049,PDX111,"Amazon.com, Inc.",2022.0,M,campus,https://www.oregonlive.com/silicon-forest/2022/05/amazon-seeks-tax-breaks-for-5-new-data-centers-worth-12-billion-in-remote-oregon-county.html,Tower Road East Campus building per Baxtel proximity data; sp_op 2023 consistent with phase 2 of wave 3; wave 3 county/city vote early May 2023 and Port of Morrow final vote May 10 2023.,r3b2
41049,PDX112,"Amazon.com, Inc.",2022.0,M,campus,https://www.oregonlive.com/silicon-forest/2022/05/amazon-seeks-tax-breaks-for-5-new-data-centers-worth-12-billion-in-remote-oregon-county.html,Tower Road East Campus building; sp_op 2024 consistent with later phase of wave 3 five-DC package; same CREZ application and abatement round as PDX109-111.,r3b2
41049,PDX170,"Amazon.com, Inc.",2022.0,M,campus,https://ibewlu112.com/Jobs%20Report/Job%20Report%20August%2015%2C%202024.pdf,IBEW Aug 2024 job report places PDX170-174 on Internet Parkway Boardman; sp_op 2024 consistent with wave 3 final phase; no earlier standalone announcement found — assigned to May 2022 CREZ filing wave.,r3b2
41049,PDX178,"Amazon.com, Inc.",2022.0,H,campus,https://www.datacenterdynamics.com/en/news/aws-planning-at-least-four-more-data-centers-in-morrow-county-oregon/,DCD May 5 2022 explicitly describes 127-acre Bombing Range Rd campus with four 215461 sq ft buildings; zoning approved March 2022; Baxtel and IBEW Aug 2024 confirm PDX178-181 on Bombing Range Rd campus.,r3b2
41049,PDX179,"Amazon.com, Inc.",2022.0,H,campus,https://www.datacenterdynamics.com/en/news/aws-planning-at-least-four-more-data-centers-in-morrow-county-oregon/,Same Bombing Range campus as PDX178; IBEW Aug 2024 report lists PDX178-181 together at Bombing Range Rd south of I-84; campus zoning approved March 2022 per DCD.,r3b2
41049,PDX180,"Amazon.com, Inc.",2022.0,H,campus,https://www.datacenterdynamics.com/en/news/aws-planning-at-least-four-more-data-centers-in-morrow-county-oregon/,"Same Bombing Range campus as PDX178-179; Baxtel PDX180 page explicitly says ""part of Amazon's Bombing Range Campus"" with four 215461 sq ft buildings; sp_op 2024.",r3b2
41049,PDX181,"Amazon.com, Inc.",2022.0,H,campus,https://www.datacenterdynamics.com/en/news/aws-planning-at-least-four-more-data-centers-in-morrow-county-oregon/,Same Bombing Range campus as PDX178-180; IBEW Aug 2024 confirms PDX178-181 cluster at Bombing Range Rd; Port of Morrow final LRZ approval May 10 2023; sp_op 2024.,r3b2
04013,PHX06,"Aligned Data Centers (Phoenix), LLC",2022.0,H,campus,https://www.chandlernews.com/business/data-company-buys-chandler-building-for-115m/article_7fdcff2c-7a3b-11ed-95c9-bb051b6fc797.html,Chandler Arizonan reported Dec 15 2022 that Aligned bought 456122 sqft building at 2501 S Price Rd for $115M as part of its Phoenix Metro mega-campus expansion; first construction permit filed Jan 2024 per MLQ.ai; topping-out June 2024 per Baxtel.,r3b3
04013,Mesa 4,"Meta Platforms, Inc.",2022.0,H,campus,https://datacenters.atmeta.com/2022/05/mesa-were-growing/,Meta announced May 4 2022 a three-building expansion of Mesa campus (Buildings 3-5) raising investment to over $1B and 2.5M sqft; original campus announcement was Aug 2021 but Mesa 4 is part of May 2022 expansion wave; op year 2024 consistent with post-2022 build.,r3b3
04013,Mesa 5,"Meta Platforms, Inc.",2022.0,H,campus,https://datacenters.atmeta.com/2022/05/mesa-were-growing/,Same May 2022 Meta Mesa expansion announcement covering three new buildings (4/5/6) on a five-building campus; DCD confirmed campus online Jan 2025 with two buildings; Mesa 5 is a later phase of the same 2022 expansion.,r3b3
19155,Council Bluffs 2 building 4,Alphabet Inc.,2015.0,M,campus,https://datacenters.google/locations/iowa/,Google's own location page confirms 2015 expansion announcement at Council Bluffs; DCD Aug 2023 confirms waves at 2007/2012/2015/2022/2023; building 4 op year 2015 matches the 2015 expansion wave announcement.,r3b3
19155,Council Bluffs 2 building 10,Alphabet Inc.,2022.0,M,campus,https://www.datacenterdynamics.com/en/news/google-to-spend-350m-expanding-iowa-data-center/,Google's Oct 2022 $600M Council Bluffs announcement (IEDA $16.6M tax break sign-off; construction Q3 2022; operational target end-2024 per Des Moines Register); DCD Aug 2023 follow-on covers same wave; building 10 op year 2023 aligns with this 2022 expansion wave.,r3b3
41059,PDX132,"Amazon.com, Inc.",2022.0,H,campus,https://www.datacenterdynamics.com/en/news/amazon-looking-to-develop-more-data-centers-in-oregons-hermiston/,Hermiston City Council voted Sept 26 2022 to approve Amazon's Long-Term Rural Enterprise Zone abatement for two new Hermiston campuses (9.97-acre and 120.83-acre plots); DCD reported Sept 30 2022; ground-breaking expected ~2024 per abatement docs; PDX132 at Beach Access Rd Umatilla is part of this Sept 2022 approved campus.,r3b3
41059,PDX194,"Amazon.com, Inc.",2022.0,H,campus,https://www.datacenterdynamics.com/en/news/amazon-looking-to-develop-more-data-centers-in-oregons-hermiston/,Same Sept 2022 Hermiston/Umatilla County Enterprise Zone approval; PDX194 at 80939 Powerline Rd Hermiston is the second plot (120-acre site adjacent to Hermiston power plant) from the same council vote; abatement documents reference first four qualifying data centers ≥180000 sqft.,r3b3
41059,PDX133,"Amazon.com, Inc.",2022.0,H,campus,https://www.datacenterdynamics.com/en/news/amazon-looking-to-develop-more-data-centers-in-oregons-hermiston/,Same Sept 2022 campus approval; PDX133 is a sequential phase of the same Hermiston Umatilla County campus; abatement agreement covers first four qualifying buildings; op year 2025 consistent with later construction phase within the 2022 announcement.,r3b3
41059,PDX195,"Amazon.com, Inc.",2022.0,H,campus,https://www.datacenterdynamics.com/en/news/amazon-looking-to-develop-more-data-centers-in-oregons-hermiston/,Same Sept 2022 campus approval covering multiple buildings on two plots; PDX195 is a later phase of the Hermiston Powerline Rd campus; no separate announcement found; attributing to the 2022 council approval as earliest credible public date.,r3b3
28089,"Madison County, MS Canton 1","Amazon.com, Inc.",2024.0,H,campus,https://siteselection.com/amazon-delivers-record-package-to-mississippi/,Amazon publicly announced Madison County MS campus in late January 2024 (legislation approval); broke ground May 20 2024 per Site Selection Magazine; both Canton 1 and Ridgeland 1 are phases of this single campus announcement.,r3b4
28089,"Madison County, MS Ridgeland 1","Amazon.com, Inc.",2024.0,H,campus,https://siteselection.com/amazon-delivers-record-package-to-mississippi/,Same January 2024 campus-level announcement as Canton 1; Ridgeland 1 is a second building on the Madison County mega-site campus approved by Mississippi legislature in January 2024.,r3b4
51153,Gainesville Crossing 1,"Patrinely Group, LLC",2021.0,H,campus,https://www.datacenterdynamics.com/en/news/new-hyperscale-developer-corscale-is-behind-300mw-gainesville-crossing-campus-in-prince-william-county/,DCD Dec 22 2021 first public identification of Patrinely/Corscale as developer of 300MW Gainesville Crossing campus on I-66 in PWC; site purchased Aug 2020 but developer not publicly disclosed until Dec 2021; Building 1 capacity advertised for Summer 2022 availability.,r3b4
13097,Douglasville,Alphabet Inc.,2003.0,H,own,https://datacenters.google/locations/georgia/,Google's own location page states the Douglas County facility was built and opened in 2003 and was among first adopters of recycled industrial water cooling; Google has committed more than $3B in Georgia since the 2003 facility.,r3b4
39089,New Albany 7a,Alphabet Inc.,2019.0,M,campus,https://newalbanycompany.com/new-albany-lands-600-million-google-data-center/,Google confirmed New Albany Ohio campus in January 2019 as part of Sundar Pichai's $13B US investment announcement; New Albany Company CEO confirmed $600M facility; New Albany 7a (Licking County) is a later expansion building on the same campus established in 2019.,r3b4
39049,New Albany 6a,Alphabet Inc.,2019.0,M,campus,https://newalbanycompany.com/new-albany-lands-600-million-google-data-center/,Same January 2019 Google New Albany Ohio campus announcement; New Albany 6a (Franklin County) is a later phase of the same multi-building campus; no separate announcement found for this specific building.,r3b4
42007,"Midland, PA",Mawson Infrastructure Group Inc.,2022.0,H,own,https://www.gem.wiki/Mawson_Infrastructure_Group_Beaver_County_facility,S&P Global Intelligence reported Feb 3 2022 that Mawson Infrastructure planned 100MW Bitcoin mining facility in Midland PA; Beaver County Times followed Feb 9 2022; GEM wiki confirms construction completion targeted June 2022 for full capacity.,r3b4
48355,Corpus Christi,Northern Data AG,2023.0,H,own,https://northerndata.de/en/investor-relations/news/northern-data-groups-peak-mining-purchases-a-second-300mw-data-center-location-in-corpus-christi-texas,Northern Data Group's Peak Mining purchased first 300MW site in Corpus Christi in December 2023 (referenced in May 24 2024 announcement of second site purchase); second adjacent 300MW site announced May 2024; S&P op year 2024 matches the first site.,r3b4
36063,"Niagara Falls, NY (Alpha)",Hut 8 Mining Corp.,2021.0,M,own,https://www.gem.wiki/US_Bitcoin_Corporation_Niagara_County_facility,Wattum announced expansion to Niagara Falls Dec 23 2021; GEM wiki notes USBTC likely acquired project in late 2019 or early 2021 from Wattum; Hut 8 inherited via Nov 2023 USBTC merger; earliest credible public date is Wattum Dec 2021 announcement.,r3b4
48371,"Garden City, TX",MARA Holdings Inc.,2022.0,H,own,https://ir.applieddigital.com/news-events/press-releases/detail/7/applied-blockchain-provides-operational-and-guidance-updates,Applied Blockchain (later Applied Digital) started construction of Garden City campus in late April 2022 per its own press release; facility energized in 2023; Marathon (MARA) announced acquisition Mar 15 2024 and closed Apr 2 2024.,r3b4
48221,"McCamey, TX",MARA Holdings Inc.,2022.0,H,campus,https://www.datacenterdynamics.com/en/news/compute-north-breaks-ground-on-300mw-data-center-in-granbury-texas/,Compute North broke ground Apr 12 2022 (DCD) on 300MW facility at Wolf Hollow Generating Station in Granbury (Hood County); Compute North entered bankruptcy Sep 2022; Generate Capital acquired; MARA acquired from Generate Capital in 2023 for $178.6M; city field McCamey in S&P appears to be an error -- facility is Granbury Hood County.,r3b4
51153,Bristow 2,Yondr Group,2021.0,H,campus,yondr PR 2021-06-02,Yondr announced 270-acre PWC/Loudoun 500MW campus Jun 2 2021,r3b4
